Unnamed: 0,UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Reason
6361,6362,P06362,M,273.4558565,270.0368392,728,94.28409168,412,RNF
3966,3967,P03967,H,278.3510324,287.6714749,868,74.09971346,307,PWF
2202,2203,P02203,M,284.7162363,289.1196276,1381,79.50909401,256,HDF
517,518,P00518,H,287.8951711,299.2674366,891,73.20908668,235,TWF
328,329,P00329,H,291.6818546,295.9044478,1096,68.42536058,235,TWF
3164,3165,P03165,L,287.0971975,282.5499003,1508,49.78341535,258,PWF
7535,7536,P07536,H,304.459897,305.4827154,2225,18.10033675,43,normal
803,804,P00804,H,287.1393371,287.9382337,1280,62.68264272,166,TWF
6081,6082,P06082,H,276.381679,278.9924259,642,92.57521448,265,RNF
2253,2254,P02254,L,273.4825097,284.0630485,1266,48.47135022,393,HDF
1704,1705,P01705,H,280.8834984,284.7241491,715,65.66900523,269,HDF
5026,5027,P05027,M,298.2110472,299.9442338,1698,41.58734861,214,OSF
7301,7302,P07302,L,304.8880154,312.548082,2859,47.88383353,32,normal
1580,1581,P01581,H,279.1821538,285.2694678,638,62.36716378,385,HDF
6218,6219,P06219,M,277.6172955,279.010663,1160,79.89076086,269,RNF
7943,7944,P07944,H,298.8971911,295.7595293,2735,31.23478045,26,normal
630,631,P00631,H,285.8039726,296.3883132,1053,76.38795918,304,TWF
3856,3857,P03857,M,277.1515856,292.584356,1587,46.40768934,229,PWF
1868,1869,P01869,L,284.9240644,279.0311598,1056,73.06221208,303,HDF
5515,5516,P05516,M,268.0049211,280.6961628,854,80.7763619,357,RNF
4924,4925,P04925,M,285.2144879,302.4347568,1687,45.46932761,191,OSF
3578,3579,P03579,H,281.7562612,291.4683767,1587,45.05245212,297,PWF
2106,2107,P02107,L,273.9476421,279.2500359,711,51.73694261,278,HDF
7559,7560,P07560,M,307.4608592,299.0198972,2340,45.12468227,20,normal
908,909,P00909,H,280.7472162,289.4134689,1428,88.05146628,232,TWF
1867,1868,P01868,M,281.8486195,277.9302172,1119,89.9801365,352,HDF
6001,6002,P06002,M,271.7667323,270.5695599,1113,100.181068,288,RNF
7637,7638,P07638,L,293.7237599,308.3562646,2754,10.16602651,42,normal
7674,7675,P07675,M,305.1848664,298.0908037,2123,33.16353449,15,normal
2325,2326,P02326,L,278.0146268,285.8846299,1157,78.52117846,232,HDF
3127,3128,P03128,L,286.1987509,280.1198832,961,67.28524628,353,PWF
3547,3548,P03548,H,289.1181026,293.2958844,1091,56.90686536,190,PWF
7834,7835,P07835,M,291.6395776,298.8458648,2418,34.36428354,27,normal
7816,7817,P07817,L,293.3884447,307.598256,2595,12.77187152,28,normal
1433,1434,P01434,H,279.4515885,281.3826258,641,47.12021809,284,HDF
757,758,P00758,H,289.328537,299.7103276,959,75.23602044,210,TWF
5244,5245,P05245,M,285.607274,303.7836304,2063,66.97512206,158,OSF
3234,3235,P03235,L,285.0836984,288.6330567,1321,36.56320694,353,PWF
122,123,P00123,H,286.7715178,287.1280731,1358,74.25690919,336,TWF
741,742,P00742,H,287.034329,298.7871787,1355,61.15973492,348,TWF
3733,3734,P03734,L,281.169865,292.9858761,1079,43.40385544,263,PWF
5440,5441,P05441,L,270.8867617,276.2312674,583,108.3745704,352,RNF
956,957,P00957,H,287.2758346,293.692778,986,92.15001594,204,TWF
5242,5243,P05243,L,287.6010446,295.4354614,2212,27.06260558,124,OSF
6382,6383,P06383,M,272.0732629,273.4808202,973,68.26148815,341,RNF
2133,2134,P02134,M,272.3098609,286.5446947,1271,63.63122879,368,HDF
7382,7383,P07383,M,290.1291892,297.0221708,2774,43.4357995,49,normal
953,954,P00954,M,287.839446,285.1723849,878,98.31364757,325,TWF
4641,4642,P04642,H,288.3921411,299.2324873,1987,30.78603543,141,OSF
7986,7987,P07987,L,308.0726026,298.0011587,2690,40.13425375,46,normal
6502,6503,P06503,H,267.026287,274.2421749,705,76.22924012,402,RNF
64,65,P00065,M,288.6676865,291.5291988,1109,91.69894666,227,TWF
5287,5288,P05288,M,287.0788507,293.1250587,2287,47.57906669,255,OSF
6243,6244,P06244,M,273.6743524,271.6015787,562,84.52038137,355,RNF
4495,4496,P04496,M,288.9512222,294.6085906,1704,62.2545199,180,OSF
852,853,P00853,L,285.1183043,292.7921214,802,90.15478186,340,TWF
1951,1952,P01952,M,279.4942722,278.197744,893,77.02578348,226,HDF
6786,6787,P06787,H,300.2870616,306.1717391,2753,44.34476841,4,normal
449,450,P00450,M,283.670811,286.0909821,1055,71.01059408,263,TWF
5012,5013,P05013,H,297.3280333,297.2303604,1720,30.138675,159,OSF
5819,5820,P05820,H,273.9019754,278.9111758,527,77.71290754,293,RNF
1168,1169,P01169,H,282.3401023,292.9742279,1030,62.71878377,234,TWF
3056,3057,P03057,L,278.62544,283.9435899,1157,53.84867823,300,PWF
3996,3997,P03997,H,283.497096,289.1828486,1299,77.34125563,338,PWF
3657,3658,P03658,L,276.1680349,280.465478,771,71.38387893,248,PWF
3529,3530,P03530,H,288.6894752,291.6077113,1489,68.80274021,300,PWF
5531,5532,P05532,M,273.9477817,279.1955892,1010,81.11802107,310,RNF
4289,4290,P04290,L,291.936308,295.5970317,1426,43.4711871,209,OSF
6429,6430,P06430,H,279.0434875,271.9536535,558,103.4490552,279,RNF
6528,6529,P06529,H,279.3427864,274.6415415,1083,99.3606216,397,RNF
3141,3142,P03142,H,280.4854489,294.5466034,1299,35.02865604,241,PWF
4287,4288,P04288,M,290.7655689,294.7872144,1217,48.31921639,212,OSF
1885,1886,P01886,L,277.2122249,284.7307089,932,57.32275506,363,HDF
6668,6669,P06669,M,293.9702648,299.1419127,2156,34.52040605,7,normal
2782,2783,P02783,L,280.0165126,293.1798877,798,73.90793383,330,PWF
1251,1252,P01252,M,283.7436697,296.3346435,1330,57.42591345,306,TWF
1142,1143,P01143,L,293.7295558,295.908178,1369,92.42676722,172,TWF
7465,7466,P07466,H,304.1150817,299.7685705,2805,18.41867267,22,normal
1729,1730,P01730,M,270.4787981,277.9202713,1145,52.68195812,397,HDF
6913,6914,P06914,H,299.2621899,308.4064353,2570,20.07453433,49,normal
5771,5772,P05772,H,276.248741,273.6153552,904,67.94028616,388,RNF
617,618,P00618,H,291.2195271,295.6259883,1110,92.40173069,180,TWF
2397,2398,P02398,L,284.2925118,280.2489918,1350,67.81842099,301,HDF
7042,7043,P07043,L,303.462593,306.2425907,2267,22.99335555,40,normal
1420,1421,P01421,H,281.0763778,288.4230212,826,86.64506927,225,HDF
5676,5677,P05677,H,278.1919347,270.2722326,532,99.74241277,379,RNF
4531,4532,P04532,H,298.6067145,300.3639936,2414,65.70203784,147,OSF
3012,3013,P03013,L,278.4124808,290.19578,722,38.85773005,288,PWF
3751,3752,P03752,H,288.3709388,294.5371165,741,68.51490003,356,PWF
6168,6169,P06169,L,269.9668679,270.7274749,551,87.38405636,379,RNF
2567,2568,P02568,M,275.446642,275.6917258,930,82.28494123,316,HDF
7433,7434,P07434,L,309.1765634,302.4167686,2535,38.86482386,21,normal
1234,1235,P01235,M,292.6026732,295.0309395,1351,93.49885989,205,TWF
5949,5950,P05950,M,266.8056141,274.8594785,849,86.47308437,335,RNF
7545,7546,P07546,H,297.876548,306.3041815,2546,34.60737427,13,normal
7374,7375,P07375,L,307.5701032,311.1955367,2882,48.84113676,10,normal
831,832,P00832,L,293.4766846,299.2080691,904,81.01945839,196,TWF
5622,5623,P05623,L,269.677147,278.066637,1285,86.16694435,254,RNF
252,253,P00253,M,282.4539541,290.0744143,1101,75.91833772,316,TWF
3738,3739,P03739,L,289.736526,284.5629522,757,46.87676838,347,PWF
2019,2020,P02020,M,278.7582023,275.4862023,1044,77.90492067,323,HDF
3842,3843,P03843,H,286.4981253,288.4646845,1293,35.51732115,184,PWF
38,39,P00039,M,291.0990695,293.9833833,1109,96.16900647,249,TWF
5233,5234,P05234,M,286.1484841,304.4224939,1300,57.29408106,150,OSF
5047,5048,P05048,M,285.5565037,290.0914912,1402,67.86487264,122,OSF
6200,6201,P06201,H,269.8091224,279.8985628,573,80.11456963,428,RNF
5715,5716,P05716,M,277.2983321,271.6360716,1054,93.55035628,283,RNF
1063,1064,P01064,M,287.3887187,292.1752022,1121,78.01451418,162,TWF
385,386,P00386,H,285.4983993,287.1417959,1350,70.18498225,339,TWF
1600,1601,P01601,H,271.9439114,281.4863539,1295,73.38040286,334,HDF
4709,4710,P04710,L,299.455135,304.7135548,1689,43.60930571,244,OSF
3229,3230,P03230,M,276.6196659,294.0791158,1381,38.4547837,324,PWF
7317,7318,P07318,H,307.249747,313.6025578,2703,27.22717353,14,normal
5359,5360,P05360,L,267.0595021,276.8963125,689,73.23307941,421,RNF
1087,1088,P01088,L,283.9130421,291.5285914,1415,87.20580431,290,TWF
7780,7781,P07781,M,306.8227072,305.4232714,2438,32.1130964,42,normal
4532,4533,P04533,H,298.4741076,292.3228139,1244,52.82133266,222,OSF
7980,7981,P07981,H,293.1582725,297.689739,2999,37.97017741,38,normal
5195,5196,P05196,L,289.5229179,301.3491046,1668,61.17626623,270,OSF
902,903,P00903,M,290.1789185,297.1726442,854,73.25481409,169,TWF
3374,3375,P03375,H,286.6806821,293.4890044,830,80.89355882,319,PWF
5778,5779,P05779,L,270.8899377,280.4332011,546,107.3762475,260,RNF
5997,5998,P05998,H,268.6424261,274.0989026,835,82.32994229,407,RNF
5546,5547,P05547,M,266.2062985,276.8487379,1007,109.6003432,287,RNF
5934,5935,P05935,H,272.9496783,275.7095129,1288,109.4483153,346,RNF
6711,6712,P06712,M,295.2879365,296.606079,2250,47.28789878,13,normal
7984,7985,P07985,M,308.3624602,304.5929663,2006,16.16621687,5,normal
3000,3001,P03001,H,284.0121254,282.138921,1326,35.77407639,282,PWF
2660,2661,P02661,H,282.3092828,281.8753011,1040,67.76828838,341,HDF
2360,2361,P02361,H,284.9591573,281.7326011,1238,52.44367851,214,HDF
5290,5291,P05291,L,285.196858,303.6640857,2142,34.24313795,268,OSF
7667,7668,P07668,M,296.0521862,313.3668778,2926,16.9298758,30,normal
7688,7689,P07689,H,302.8635069,296.8776004,2953,47.41654206,34,normal
2099,2100,P02100,M,272.0890706,285.0251925,1035,80.16748972,208,HDF
3250,3251,P03251,M,282.6658328,285.9359759,1210,36.67623529,331,PWF
4228,4229,P04229,M,290.5735155,302.2789818,2277,37.70447861,130,OSF
2846,2847,P02847,H,275.1710851,281.7502797,743,77.22605644,207,PWF
4012,4013,P04013,M,297.2610092,299.5907234,1313,52.59901561,258,OSF
596,597,P00597,M,294.327815,290.1418864,1284,85.38785289,292,TWF
6575,6576,P06576,M,265.5506188,281.1489613,1058,109.5590593,288,RNF
3082,3083,P03083,M,277.7604654,287.5151596,1053,82.82768551,293,PWF
5229,5230,P05230,M,293.011577,298.1512891,1904,38.1966122,255,OSF
3701,3702,P03702,M,277.5799105,287.4919963,1283,75.66545686,201,PWF
962,963,P00963,L,292.3790446,287.3357122,1275,61.32822635,279,TWF
5039,5040,P05040,H,288.3070191,291.0841737,2346,41.09820871,233,OSF
5295,5296,P05296,H,295.6046922,295.1706956,2250,29.53115928,207,OSF
3058,3059,P03059,L,282.1780217,293.4285871,1525,78.22746172,315,PWF
5782,5783,P05783,L,271.9543078,278.0095544,1293,70.54316253,370,RNF
2550,2551,P02551,M,282.1841922,275.0797429,1178,59.32407691,304,HDF
774,775,P00775,L,288.7725541,291.4153422,1067,60.99649513,270,TWF
1245,1246,P01246,L,286.6387984,295.8326508,1275,93.71399356,186,TWF
7516,7517,P07517,M,306.7413291,307.7302391,2004,18.87318412,26,normal
6882,6883,P06883,L,301.7705679,302.5717305,2556,29.34843495,47,normal
5165,5166,P05166,H,289.4259348,290.1009912,2485,37.43054718,230,OSF
2376,2377,P02377,M,270.6875034,277.4279167,1251,45.60208189,390,HDF
7570,7571,P07571,M,301.3603025,310.1311129,2198,24.26194898,25,normal
497,498,P00498,L,285.0164126,286.5909625,1467,67.95949043,291,TWF
1079,1080,P01080,L,285.4749777,292.4843528,1055,95.77215648,245,TWF
2937,2938,P02938,H,287.471771,286.4117147,794,57.95695323,273,PWF
4810,4811,P04811,L,292.5255641,294.0157725,1965,38.86148142,215,OSF
5051,5052,P05052,M,292.3356754,298.8212969,1856,66.84460314,196,OSF
3797,3798,P03798,M,281.6464706,285.8796025,881,65.63814181,332,PWF
1061,1062,P01062,H,286.2342651,292.0102428,988,59.29604919,175,TWF
6869,6870,P06870,M,308.0644097,299.0704973,2850,37.67320435,8,normal
2488,2489,P02489,L,281.710419,285.9236605,911,86.85257145,205,HDF
1416,1417,P01417,M,277.6831722,285.5306421,1055,46.66106235,280,HDF
2435,2436,P02436,M,281.9781307,281.3501649,719,64.34951343,361,HDF
5330,5331,P05331,M,289.0696257,298.3074904,1520,66.31595274,259,OSF
6422,6423,P06423,H,265.9576022,271.9820914,695,85.42124946,270,RNF
1970,1971,P01971,M,281.0406091,289.7972132,1164,49.54466245,322,HDF
574,575,P00575,M,284.316409,292.6699765,921,67.8201303,180,TWF
1626,1627,P01627,M,270.5902111,289.3063301,1169,87.54324406,247,HDF
5124,5125,P05125,L,299.8731688,296.4813233,1851,61.30297629,237,OSF
7724,7725,P07725,H,307.9272706,302.9365602,2535,28.84977207,40,normal
3543,3544,P03544,L,285.7092941,291.4078662,1561,69.53244823,198,PWF
620,621,P00621,L,284.8747937,285.1540554,916,83.72360419,228,TWF
7542,7543,P07543,H,293.8528147,307.1666466,2091,37.58883948,27,normal
7270,7271,P07271,L,299.8570538,309.7171286,2901,12.32674312,2,normal
6006,6007,P06007,M,268.5861601,276.0778371,844,70.49170861,384,RNF
2069,2070,P02070,L,280.4324037,289.2402862,768,55.26670145,380,HDF
7907,7908,P07908,H,297.4313722,300.6967761,2449,40.24504886,5,normal
1994,1995,P01995,L,274.0773333,277.9448386,1338,82.56760727,235,HDF
4890,4891,P04891,H,293.0536148,299.4792648,2080,62.29950051,216,OSF
2089,2090,P02090,M,280.3203224,279.2856138,1354,45.21464376,384,HDF
5639,5640,P05640,M,272.234123,273.5147447,554,82.59999962,327,RNF
422,423,P00423,L,285.6155648,285.9603081,1050,55.91342284,200,TWF
3559,3560,P03560,H,275.4537285,281.3203968,1363,83.41023292,353,PWF
4000,4001,P04001,L,298.7213187,293.3181743,1757,62.42131257,155,OSF
676,677,P00677,L,282.9652475,299.3681404,965,55.1270157,305,TWF
4795,4796,P04796,L,289.8413132,301.2322795,2334,68.48425396,170,OSF
1840,1841,P01841,L,283.7512467,277.2776752,1261,45.24104038,376,HDF
1988,1989,P01989,H,271.5261042,289.8372115,768,54.04368031,226,HDF
4297,4298,P04298,M,290.2449187,301.3353461,2143,38.29314848,117,OSF
3958,3959,P03959,H,275.7029893,285.3619188,1526,41.50471191,215,PWF
7600,7601,P07601,M,298.1240437,312.8039845,2270,35.73914831,29,normal
1135,1136,P01136,H,287.0078379,296.6601441,1410,68.09789014,347,TWF
7043,7044,P07044,L,292.5334435,314.7841797,2339,40.20648476,35,normal
1440,1441,P01441,L,284.4556261,284.1544776,1172,78.84394674,334,HDF
89,90,P00090,M,286.7948784,299.5844145,811,64.93041707,316,TWF
4825,4826,P04826,H,290.3943662,292.6786567,1508,63.21050936,241,OSF
1056,1057,P01057,L,294.175798,291.0213417,1338,79.49902438,295,TWF
6417,6418,P06418,M,275.2326284,281.6328077,1207,79.01026596,296,RNF
6694,6695,P06695,L,307.0521525,297.6216669,2059,10.18914576,2,normal
2512,2513,P02513,H,276.0995061,287.0641944,960,75.40288518,343,HDF
841,842,P00842,L,284.9889645,295.2307711,1082,73.02086702,288,TWF
6412,6413,P06413,H,277.3307622,279.1425552,1259,65.96546023,359,RNF
7410,7411,P07411,H,290.9465352,297.3790354,2958,17.16780274,18,normal
998,999,P00999,H,290.797725,299.2327948,957,61.17070635,273,TWF
2597,2598,P02598,M,275.026008,281.8973288,1104,62.22231411,344,HDF
2917,2918,P02918,H,279.7715872,282.6949557,882,83.31153474,368,PWF
786,787,P00787,H,294.973949,293.5632391,1308,73.06772932,302,TWF
6045,6046,P06046,L,273.2333243,274.5530811,672,93.59552131,272,RNF
645,646,P00646,M,287.5640357,296.8032887,1450,70.58658606,273,TWF
2297,2298,P02298,H,277.1253113,289.1645377,1051,53.59737495,322,HDF
3410,3411,P03411,H,278.4534844,290.9899765,1172,60.68052519,196,PWF
2434,2435,P02435,M,280.9366106,277.6145016,1154,54.1044629,312,HDF
1814,1815,P01815,M,282.1368823,286.7461398,871,71.40943602,289,HDF
3659,3660,P03660,L,281.5124799,290.0053059,915,81.67618913,202,PWF
3881,3882,P03882,H,276.3693081,280.3421604,856,45.15585865,242,PWF
6747,6748,P06748,H,309.0104861,297.1603433,2592,45.33238409,3,normal
7257,7258,P07258,L,296.2978947,301.5197019,2514,23.2741407,48,normal
3318,3319,P03319,M,289.9946497,287.0789515,1544,40.91830887,319,PWF
3344,3345,P03345,H,280.4373071,281.3737033,851,55.10459155,305,PWF
61,62,P00062,H,289.9859876,294.6907479,1020,62.31867272,324,TWF
3687,3688,P03688,H,278.3366435,293.1627283,1477,40.23855847,233,PWF
303,304,P00304,L,286.1820391,285.8675974,1191,83.27184133,299,TWF
6781,6782,P06782,H,292.5377678,297.1060191,2197,22.47110313,37,normal
525,526,P00526,L,287.0970721,286.8690675,897,86.53207796,342,TWF
7222,7223,P07223,H,296.8265889,295.0362298,2671,36.02260393,39,normal
3530,3531,P03531,L,284.4506482,280.2058076,706,59.28222916,325,PWF
6397,6398,P06398,M,279.7050479,272.7312641,1155,75.05104562,251,RNF
4124,4125,P04125,M,289.7782015,299.3661952,2333,49.55415287,223,OSF
6280,6281,P06281,L,269.985451,277.3818612,552,67.08321318,375,RNF
4477,4478,P04478,H,294.5944321,298.4138787,2365,50.53643977,194,OSF
4332,4333,P04333,M,288.5746186,295.9444092,1409,67.18109636,148,OSF
6042,6043,P06043,H,275.4198499,278.9994577,1156,92.38361458,303,RNF
1634,1635,P01635,H,278.6346112,281.0702295,1200,80.6937252,349,HDF
5498,5499,P05499,M,265.7830209,283.2240178,724,67.94726429,298,RNF
6539,6540,P06540,H,272.1698408,277.6947634,692,85.26749346,279,RNF
4430,4431,P04431,L,292.9152134,296.7866743,1299,48.61537294,197,OSF
5166,5167,P05167,M,298.5736041,303.286821,2368,54.69222897,252,OSF
4914,4915,P04915,L,298.9905825,291.0964814,1275,56.061858,167,OSF
2441,2442,P02442,L,270.5582879,279.0179683,781,51.56416657,227,HDF
515,516,P00516,M,290.0568954,298.2046495,1017,79.85203739,159,TWF
6642,6643,P06643,L,274.8030173,270.9067353,1286,94.62883172,346,RNF
5539,5540,P05540,M,274.1802092,277.7572862,543,105.6541568,265,RNF
14,15,P00015,M,293.1794979,294.9083304,1121,79.39563567,214,TWF
1969,1970,P01970,H,284.9832343,278.8313623,930,46.81980114,282,HDF
4388,4389,P04389,L,291.8232785,301.3331467,2032,31.62024805,119,OSF
7973,7974,P07974,M,290.8039176,309.0907572,2226,12.41696372,23,normal
7892,7893,P07893,L,304.8552718,299.0280032,2929,20.30975984,39,normal
2102,2103,P02103,H,273.8531018,287.16316,1207,46.46813282,272,HDF
5548,5549,P05549,H,275.2330329,277.9088628,970,78.94260789,341,RNF
7821,7822,P07822,L,293.0079164,312.8097027,2955,11.90787853,7,normal
6455,6456,P06456,H,272.3304511,281.7566907,947,93.55017142,356,RNF
6989,6990,P06990,M,292.2433004,313.4233182,2602,43.97458623,11,normal
4764,4765,P04765,M,295.0534379,296.8683314,1996,69.28578087,165,OSF
7220,7221,P07221,H,300.9280546,312.4808699,2595,10.75411057,37,normal
7424,7425,P07425,H,299.5297544,296.0090371,2623,35.4476045,38,normal
2227,2228,P02228,H,283.4095164,278.3785068,1035,87.28336555,309,HDF
6031,6032,P06032,M,277.2713137,273.9034902,1052,95.18359983,356,RNF
2108,2109,P02109,L,271.8249801,275.659335,1350,52.49613862,209,HDF
5936,5937,P05937,H,270.64738,275.0691748,750,69.35186691,443,RNF
6099,6100,P06100,M,271.4447209,276.1433431,1059,102.4572653,388,RNF
895,896,P00896,H,286.2436157,290.618157,1316,61.1715324,286,TWF
2535,2536,P02536,L,284.2269314,284.9331254,795,81.56910912,352,HDF
3843,3844,P03844,L,286.3934204,293.7876408,1226,79.91625912,293,PWF
7143,7144,P07144,L,291.9069682,305.8312062,2332,33.0329303,7,normal
5149,5150,P05150,L,293.1812695,297.4454514,2252,64.16739032,198,OSF
5827,5828,P05828,L,266.0145661,274.822393,567,102.0640748,285,RNF
4319,4320,P04320,L,298.9496842,302.3100856,1560,64.69507802,240,OSF
1511,1512,P01512,M,275.7477309,279.7153059,1292,48.74047717,223,HDF
6532,6533,P06533,H,273.3260826,280.9656474,857,96.21898484,341,RNF
3993,3994,P03994,M,286.5428112,282.0648919,1183,68.20053319,284,PWF
5953,5954,P05954,L,274.0197915,272.038112,779,94.86845116,252,RNF
3521,3522,P03522,L,275.6475485,282.8611597,1358,69.39646032,329,PWF
2643,2644,P02644,H,279.6387852,288.5125551,775,73.47457705,263,HDF
3458,3459,P03459,L,276.2670595,285.5526021,1359,64.47467295,247,PWF
1488,1489,P01489,M,283.5501474,289.8319159,810,45.60511146,317,HDF
2308,2309,P02309,L,279.2584956,289.3799844,1209,73.07954955,395,HDF
3047,3048,P03048,L,283.6234066,280.6373302,1523,60.47042938,316,PWF
5996,5997,P05997,L,265.0431261,279.3683731,541,78.10296552,349,RNF
1503,1504,P01504,M,278.3749859,282.954807,1125,62.25454439,217,HDF
4994,4995,P04995,H,294.5334252,296.9833379,1639,31.06168616,269,OSF
2841,2842,P02842,L,285.5910068,283.9363602,1191,71.9842177,225,PWF
654,655,P00655,M,281.7828713,287.4443614,1465,56.64997027,252,TWF
712,713,P00713,M,283.6451644,294.5485508,1045,75.05266093,346,TWF
1630,1631,P01631,H,274.2045154,278.3027458,967,69.69440754,329,HDF
6736,6737,P06737,H,306.5064613,301.4695751,2382,31.94979856,43,normal
6014,6015,P06015,M,275.5146361,272.8555326,1138,87.4782201,274,RNF
4432,4433,P04433,M,287.4906911,292.6910381,1455,54.58089117,164,OSF
7511,7512,P07512,M,291.8844136,304.1012395,2742,20.23649953,0,normal
2811,2812,P02812,L,278.6609925,285.66525,1443,51.6413425,368,PWF
6288,6289,P06289,M,275.5066984,270.0955476,884,90.47607851,280,RNF
3766,3767,P03767,M,289.8432866,289.4869397,1334,65.76283702,287,PWF
114,115,P00115,L,294.1726519,294.1378292,841,66.69822632,261,TWF
5642,5643,P05643,H,268.278364,277.9245476,715,85.86482321,278,RNF
6379,6380,P06380,M,269.0251008,277.6695317,1198,74.71847064,400,RNF
2820,2821,P02821,L,289.3450613,284.7238194,702,65.05649619,232,PWF
2386,2387,P02387,M,283.2221995,275.1769784,984,74.21955559,301,HDF
4491,4492,P04492,L,295.5994895,296.332832,2316,39.95309244,225,OSF
4340,4341,P04341,L,295.8368649,303.4437874,2243,56.41825234,184,OSF
1020,1021,P01021,M,293.0048873,293.6189797,1467,73.65786934,257,TWF
6556,6557,P06557,M,274.3133437,271.8427424,566,83.29751212,367,RNF
3870,3871,P03871,L,282.1924523,284.5204498,1445,79.56682197,360,PWF
4309,4310,P04310,M,298.6383577,302.4246093,1356,35.1786902,158,OSF
4829,4830,P04830,L,299.1380928,299.9607098,1845,53.80908843,201,OSF
4802,4803,P04803,H,290.557798,298.1813073,1328,69.43657855,187,OSF
2315,2316,P02316,H,270.740621,283.2543704,1132,54.94398395,309,HDF
3428,3429,P03429,H,284.7671884,290.5860012,713,79.49563769,250,PWF
7738,7739,P07739,H,293.8016734,304.9744848,2389,13.31395463,46,normal
3995,3996,P03996,L,288.7269273,287.7043931,1009,52.1342717,256,PWF
5088,5089,P05089,H,289.7012135,300.2041859,1721,26.31185704,161,OSF
1006,1007,P01007,L,283.793269,287.4534944,954,55.43873362,224,TWF
845,846,P00846,L,290.3166292,290.2214255,1332,77.94813254,173,TWF
2385,2386,P02386,H,280.8814333,279.072183,958,58.84156028,203,HDF
4273,4274,P04274,L,298.6534403,301.9510983,1885,61.59339252,173,OSF
6858,6859,P06859,L,292.1313812,300.8851985,2469,11.40911397,9,normal
7285,7286,P07286,M,299.9580973,301.7492824,2089,11.82732737,24,normal
7815,7816,P07816,H,304.6955881,305.4789481,2557,49.98932849,8,normal
2267,2268,P02268,H,277.4701738,284.2403087,969,75.25960638,267,HDF
5830,5831,P05831,L,272.4881106,282.218269,703,107.7823477,444,RNF
7705,7706,P07706,M,309.4162074,314.1226916,2585,28.96215154,22,normal
6962,6963,P06963,H,301.7210472,312.3413221,2614,15.64107085,5,normal
3176,3177,P03177,H,277.3590629,281.5965826,1501,79.79005488,208,PWF
1300,1301,P01301,M,287.1030839,288.5048477,1465,86.43822341,322,TWF
1791,1792,P01792,M,283.4079766,281.0003466,1110,77.91557097,257,HDF
4537,4538,P04538,H,296.8567044,293.4902981,1466,60.14657228,121,OSF
7365,7366,P07366,M,302.5322055,313.4361854,2807,11.78665368,9,normal
144,145,P00145,H,293.0327074,293.3116277,999,66.21754636,321,TWF
4885,4886,P04886,L,298.4186709,302.5581548,1860,28.08963891,262,OSF
3251,3252,P03252,L,278.5079863,294.516675,1388,36.41314251,303,PWF
588,589,P00589,M,292.7121892,294.9431042,1483,55.78250043,197,TWF
4608,4609,P04609,M,297.4503267,303.2338224,1855,67.11694007,188,OSF
5853,5854,P05854,L,269.2407418,272.1169109,1049,101.3692159,400,RNF
7859,7860,P07860,H,309.5281732,308.2990505,2820,26.81250542,49,normal
3452,3453,P03453,M,283.382445,283.9116333,985,69.27050975,275,PWF
7613,7614,P07614,M,305.4733048,309.3561036,2977,23.71834253,25,normal
7420,7421,P07421,L,295.7129424,298.7285083,2676,41.99543472,34,normal
2798,2799,P02799,H,277.773409,289.5896639,930,57.77739825,208,PWF
6301,6302,P06302,H,271.4761375,283.123822,1065,92.79128022,389,RNF
1401,1402,P01402,H,273.6048174,289.3287107,867,57.222413,249,HDF
3976,3977,P03977,H,288.3257366,293.9905737,1184,66.40364113,273,PWF
6768,6769,P06769,L,306.7300992,296.1002707,2270,32.1235979,24,normal
6011,6012,P06012,H,266.8860159,270.0684405,818,65.29499287,339,RNF
4195,4196,P04196,H,294.5248393,298.9975448,2134,55.36653344,262,OSF
4023,4024,P04024,M,289.7247044,303.2839688,2123,55.55981433,192,OSF
2469,2470,P02470,L,283.6148588,280.4081394,684,55.81815886,277,HDF
3848,3849,P03849,H,276.6782936,281.5794964,1113,58.22916258,221,PWF
1402,1403,P01403,M,280.8222638,280.8772096,605,66.20592324,352,HDF
1419,1420,P01420,M,271.899237,277.9697331,1085,78.42870022,242,HDF
3333,3334,P03334,L,278.4661559,283.1429248,1577,45.8761789,217,PWF
5079,5080,P05080,M,291.0525008,295.4805187,2427,54.3319007,125,OSF
7169,7170,P07170,L,306.7629075,299.3030574,2405,38.96477717,33,normal
1200,1201,P01201,M,284.1927087,287.2600632,1172,87.02896351,157,TWF
3984,3985,P03985,M,275.4090434,285.5472723,837,69.88238784,342,PWF
4930,4931,P04931,L,296.5009934,304.9663546,2312,61.17309822,218,OSF
2346,2347,P02347,L,279.9347636,275.7826493,662,85.79271384,349,HDF
5380,5381,P05381,M,269.1741845,274.022622,987,87.02749127,310,RNF
7938,7939,P07939,H,306.3902279,295.9515264,2435,41.37967899,24,normal
145,146,P00146,M,292.4104789,290.4686495,1442,64.49222514,237,TWF
1396,1397,P01397,L,273.7596424,281.8539704,818,87.87486541,238,HDF
6681,6682,P06682,L,298.5229991,304.1541503,2690,41.52004462,37,normal
1637,1638,P01638,L,278.8556538,282.8082713,603,46.55221066,390,HDF
3165,3166,P03166,H,287.8935254,287.7855261,1222,79.12640974,196,PWF
